Helpfulness Score [0-100],Mean Review Word Count
99.6212121212,753.25
99.6204933586,449.0
99.6197718631,678.0
99.6183206107,423.0
99.6168582375,212.0
99.6153846154,175.333333333
99.6138996139,174.5
99.6119016818,485.0
99.6108949416,170.0
99.609375,421.2
99.6086105675,118.0
99.6078431373,904.0
99.6062992126,363.0
99.604743083,173.0
99.6031746032,298.0
99.6011964108,575.0
99.6,270.166666667
99.5983935743,415.6
99.5967741935,236.0
99.5951417004,385.75
99.5943204868,512.0
99.593495935,605.0
99.5926680244,892.0
99.5918367347,261.0
99.591002045,37.0
99.5901639344,385.333333333
99.5884773663,306.833333333
99.5867768595,700.5
99.5859213251,849.0
99.5850622407,700.0
99.5833333333,566.142857143
99.5815899582,286.666666667
99.5798319328,292.333333333
99.5792426367,294.0
99.5780590717,336.75
99.5762711864,395.0
99.5744680851,334.75
99.5738636364,471.0
99.5726495726,397.5
99.5708154506,149.5
99.5702005731,322.0
99.5695839311,298.0
99.5689655172,365.0
99.5670995671,771.0
99.5661605206,144.0
99.5652173913,376.0
99.5633187773,370.0
99.5623632385,63.0
99.5617879053,134.0
99.5614035088,274.0
99.5594713656,232.857142857
99.5575221239,621.833333333
99.55654102,767.0
99.5555555556,342.166666667
99.5535714286,494.0
99.5515695067,248.2
99.5505617978,677.0
99.5502248876,731.0
99.5495495495,240.0
99.5485327314,378.0
99.5475113122,289.2
99.5464852608,1277.5
99.5459704881,218.0
99.5454545455,683.166666667
99.5447647951,856.0
99.5442708333,136.0
99.5440729483,856.0
99.5433789954,660.428571429
99.5426829268,856.0
99.5423340961,1013.0
99.5419847328,856.0
99.5412844037,672.5
99.5405819296,770.166666667
99.5391705069,238.923076923
99.5381062356,376.0
99.537037037,485.4
99.535962877,380.0
99.5356037152,653.0
99.5348837209,382.6
99.5327102804,691.142857143
99.5305164319,562.454545455
99.5283018868,313.0
99.5260663507,459.0
99.5249406176,542.0
99.5238095238,472.166666667
99.5215311005,553.222222222
99.5192307692,591.076923077
99.517490953,579.0
99.5169082126,318.555555556
99.5163240629,227.0
99.5145631068,381.5
99.5133819951,55.0
99.512195122,156.8
99.5098039216,207.857142857
99.5073891626,349.6
99.5059985886,512.0
99.504950495,503.666666667
99.5043370508,272.0
99.5024875622,308.571428571
99.5008319468,123.0
99.5,273.4
99.4987468672,493.666666667
99.4974874372,384.733333333
99.4949494949,235.0
99.4926719278,1121.0
99.4923857868,218.444444444
99.4910941476,472.0
99.4897959184,287.583333333
99.4884910486,220.0
99.4871794872,277.3
99.4858611825,206.0
99.4845360825,489.47826087
99.481865285,366.266666667
99.4805194805,396.0
99.4791666667,431.333333333
99.4782608696,365.0
99.4772218073,116.0
99.4764397906,466.0
99.4750656168,174.0
99.4736842105,214.5
99.4722955145,350.0
99.4708994709,356.818181818
99.4680851064,358.230769231
99.4666666667,121.5
99.4652406417,263.714285714
99.4638069705,159.0
99.4623655914,650.0
99.4594594595,383.294117647
99.4591671174,473.0
99.4565217391,417.142857143
99.4561522774,466.0
99.4535519126,411.230769231
99.4520547945,324.0
99.4505494505,332.916666667
99.4497936726,446.0
99.449339207,476.0
99.4490358127,511.0
99.4475138122,402.0
99.4459833795,413.0
99.4444444444,508.6875
99.4425863991,462.0
99.4423791822,1542.0
99.4413407821,348.166666667
99.4397759104,279.5
99.4392523364,507.0
99.4382022472,413.111111111
99.4371482176,470.0
99.4366197183,299.0
99.4350282486,263.666666667
99.4318181818,375.153846154
99.4301994302,270.333333333
99.4296577947,212.0
99.4285714286,530.733333333
99.4252873563,447.142857143
99.4219653179,368.125
99.4202898551,271.0
99.4186046512,268.533333333
99.4174757282,947.0
99.416909621,432.0
99.416720674,305.0
99.4160583942,337.5
99.4152046784,300.7
99.4138335287,476.0
99.4134897361,386.0
99.4117647059,192.066666667
99.4082840237,351.761904762
99.4065281899,147.0
99.4047619048,363.894736842
99.4011976048,338.928571429
99.3993993994,458.333333333
99.3975903614,570.875
99.3957703927,358.0
99.3939393939,380.633333333
99.3920972644,261.0
99.3913955929,1074.0
99.3902439024,394.833333333
99.3883792049,396.0
99.387254902,731.0
99.3865030675,435.068965517
99.385455787,2426.0
99.3852459016,631.0
99.3846153846,299.25
99.3832599119,686.0
99.3827160494,341.315789474
99.381443299,823.5
99.3808049536,120.0
99.3796526055,212.0
99.3788819876,285.642857143
99.3769470405,1067.0
99.375,383.421052632
99.3730407524,276.0
99.3710691824,290.807692308
99.3700787402,489.0
99.3697478992,74.0
99.3690851735,249.666666667
99.3680884676,758.0
99.3670886076,292.045454545
99.3657505285,1307.5
99.3650793651,105.0
99.3630573248,338.222222222
99.3624772313,1183.0
99.3617021277,363.5
99.36,1113.0
99.358974359,383.333333333
99.3576017131,355.0
99.3569131833,307.5
99.356223176,214.0
99.3548387097,229.818181818
99.3534482759,236.0
99.3527508091,469.5
99.3517017828,575.0
99.3506493506,272.055555556
99.348534202,118.0
99.347826087,303.0
99.3472584856,278.0
99.3464052288,376.086956522
99.3459302326,264.0
99.3451824135,466.0
99.3421052632,271.107142857
99.3410214168,376.5
99.3399339934,296.75
99.3377483444,285.448275862
99.3355481728,321.4
99.3333333333,371.24137931
99.3288590604,316.173913043
99.3265993266,269.833333333
99.3243243243,331.590909091
99.3231810491,491.0
99.3220338983,428.0
99.3212669683,810.333333333
99.3197278912,292.418604651
99.3185689949,310.0
99.3174061433,410.6
99.3150684932,369.975
99.3127147766,185.0
99.3121238177,238.0
99.3119759192,238.0
99.3115318417,743.0
99.3103448276,300.642857143
99.3087557604,603.666666667
99.3079584775,708.0
99.3071593533,591.5
99.3055555556,354.0
99.3039443155,209.0
99.3031358885,916.5
99.3023255814,207.0
99.3006993007,268.0
99.298245614,196.0
99.2974238876,841.0
99.2970123023,133.0
99.2957746479,289.617021277
99.2945326279,345.0
99.2941176471,798.0
99.2932862191,501.0
99.2907801418,381.0
99.2882562278,271.0
99.2869875223,311.0
99.2857142857,409.529411765
99.2831541219,463.8
99.2822966507,390.0
99.2805755396,266.608695652
99.2788461538,388.428571429
99.2779783394,158.5
99.2771084337,531.0
99.2764109986,577.0
99.2753623188,378.85
99.2743105951,773.0
99.2739273927,256.0
99.273255814,775.0
99.2727272727,373.333333333
99.2708333333,416.0
99.2700729927,358.235294118
99.2673992674,497.5
99.2647058824,339.25
99.2619926199,186.0
99.2614475628,553.0
99.2606284658,978.0
99.2592592593,316.909090909
99.2565055762,454.8
99.2555831266,534.0
99.2537313433,403.976190476
99.2523364486,1221.0
99.2518703242,715.0
99.2509363296,351.666666667
99.25,486.5
99.2495309568,531.0
99.2481203008,344.076923077
99.2462311558,230.0
99.2452830189,504.666666667
99.2448759439,811.0
99.2443324937,1067.5
99.2438563327,233.0
99.2424242424,395.53125
99.2405063291,236.0
99.2395437262,376.666666667
99.2385786802,808.0
99.2366412214,376.208333333
99.2356687898,451.0
99.2337164751,289.0
99.2327365729,400.0
99.2322456814,1272.0
99.2307692308,353.327868852
99.2292870906,1272.0
99.2290748899,340.0
99.2277992278,391.0
99.2248062016,283.135135135
99.2236024845,2405.0
99.2222222222,957.0
99.2207792208,275.0
99.21875,359.753424658
99.217221135,395.0
99.2156862745,389.75
99.2125984252,387.476923077
99.2110453649,245.5
99.209486166,280.0
99.2076069731,917.0
99.2072480181,122.0
99.2063492063,364.634615385
99.2050874404,669.0
99.2042440318,603.333333333
99.203187251,448.666666667
99.2025518341,748.0
99.2021276596,483.0
99.2010652463,507.0
99.2,326.131147541
99.1983967936,386.0
99.1978609626,365.333333333
99.1974317817,427.0
99.1967871486,490.75
99.1961414791,414.0
99.1957104558,258.333333333
99.1935483871,332.890243902
99.1921005386,244.0
99.1919191919,825.0
99.1913746631,654.0
99.1902834008,262.625
99.1896272285,195.0
99.1891891892,462.0
99.1886409736,610.0
99.1869918699,361.714285714
99.185520362,199.0
99.1847826087,523.0
99.1843393148,277.0
99.1836734694,606.2
99.1828396323,445.0
99.1825613079,833.5
99.18200409,235.0
99.1803278689,338.266666667
99.1780821918,171.0
99.1769547325,512.0
99.1755005889,160.0
99.173553719,360.90625
99.1718426501,351.666666667
99.1712707182,811.0
99.1708126036,341.0
99.1701244813,747.5
99.1698113208,644.0
99.1694352159,427.0
99.1689750693,201.0
99.1683991684,407.0
99.1666666667,309.746031746
99.1643454039,853.0
99.1638795987,537.0
99.1631799163,231.210526316
99.1620111732,595.0
99.1615180936,711.0
99.1596638655,290.974025974
99.1561181435,156.16
99.1549295775,269.0
99.1543340381,1550.0
99.1525423729,377.14516129
99.1511035654,1087.0
99.1507430998,359.0
99.1489361702,510.333333333
99.1452991453,323.630434783
99.1442542787,632.0
99.1438356164,233.0
99.1428571429,266.0
99.1416309013,431.75
99.1408934708,535.0
99.1404011461,401.25
99.1379310345,350.153846154
99.1360691145,625.0
99.1354466859,339.0
99.1341991342,297.111111111
99.1304347826,268.552
99.1269308261,1201.0
99.1266375546,244.0
99.1253644315,179.0
99.124726477,212.0
99.1240875912,953.0
99.1228070175,386.96875
99.1204925242,562.0
99.1189427313,454.0
99.1181657848,550.0
99.1176470588,171.0
99.1169977925,215.5
99.1150442478,411.603960396
99.1137370753,718.0
99.1134751773,182.0
99.1124260355,392.333333333
99.1116751269,368.0
99.1111111111,628.0
99.1103202847,420.0
99.1097922849,746.0
99.1091314031,431.0
99.1071428571,341.3
99.1061452514,812.0
99.104859335,1382.0
99.1044776119,319.0
99.1031390135,268.333333333
99.1023339318,687.0
99.0990990991,334.046511628
99.0974729242,383.0
99.0970654628,308.0
99.0963855422,309.0
99.095840868,146.0
99.0950226244,283.111111111
99.0936555891,520.666666667
99.0909090909,316.641304348
99.0890688259,317.0
99.0873533246,347.0
99.0867579909,293.642857143
99.0853658537,354.75
99.0846681922,218.0
99.0842490842,601.0
99.0832461699,285.0
99.0825688073,300.345679012
99.0804597701,528.0
99.0797546012,532.166666667
99.0791896869,332.0
99.0783410138,408.666666667
99.0769230769,476.666666667
99.0740740741,325.833333333
99.0719257541,209.0
99.0712074303,273.0
99.0697674419,322.5
99.0689013035,855.0
99.0683229814,574.666666667
99.0681421083,471.0
99.0675990676,864.0
99.0656503565,1339.0
99.0654205607,266.780701754
99.0632318501,902.0
99.0625,535.0
99.0610328638,386.1
99.0595611285,186.0
99.0591397849,770.0
99.0580847724,408.0
99.0566037736,295.724489796
99.0551181102,271.0
99.0543735225,461.0
99.0536277603,734.0
99.0521327014,359.8
99.0510083037,169.0
99.0498812352,169.0
99.0476190476,297.242647059
99.0445859873,484.25
99.043062201,267.8125
99.0415335463,246.0
99.0407673861,320.0
99.0403071017,261.0
99.0384615385,345.625899281
99.0353697749,219.0
99.0349819059,1248.0
99.0338164251,271.222222222
99.0314769976,276.5
99.0310077519,160.333333333
99.0306946688,363.5
99.0291262136,337.443548387
99.0253411306,860.0
99.0243902439,540.642857143
99.0228013029,825.5
99.0222222222,202.0
99.0215264188,498.0
99.0212071778,131.0
99.020979021,481.0
99.0196078431,343.24516129
99.0171990172,36.0
99.0163934426,533.25
99.0155865463,181.0
99.0147783251,430.235294118
99.0131578947,660.833333333
99.0115321252,50.0
99.0099009901,373.666666667
99.0074441687,374.75
99.0066225166,386.666666667
99.0049751244,296.333333333
99.0039840637,330.0
99.0024937656,472.0
99.0016638935,205.0
99.0,319.291338583
98.9966555184,381.0
98.9959839357,666.0
98.9955357143,1296.0
98.9949748744,142.714285714
98.9939637827,388.0
98.9924433249,350.333333333
98.9898989899,370.038167939
98.9864864865,235.571428571
98.9847715736,400.166666667
98.9830508475,378.25
98.982706002,420.0
98.9821882952,165.0
98.9814814815,286.0
98.9805375348,286.0
98.9795918367,317.68503937
98.9786443825,286.0
98.9775051125,521.0
98.976744186,468.5
98.9762340037,352.0
98.976109215,238.333333333
98.9754098361,138.0
98.9743589744,384.5
98.9726027397,108.0
98.971722365,343.0
98.9711934156,706.0
98.9705882353,867.0
98.9690721649,313.14516129
98.9664082687,454.0
98.9655172414,524.333333333
98.9644970414,1289.0
98.9637305699,265.0
98.9626556017,25.0
98.9622249896,815.0
98.9619377163,466.0
98.961038961,1275.0
98.9604989605,151.0
98.9598811293,95.0
98.9583333333,392.614678899
98.9561586639,291.5
98.955613577,390.0
98.9547038328,210.0
98.9528795812,310.307692308
98.951048951,616.25
98.9501312336,1679.0
98.9492119089,431.0
98.9473684211,322.455497382
98.944591029,648.333333333
98.9436619718,512.333333333
98.9429175476,288.0
98.9424206816,183.0
98.9417989418,335.5
98.9406779661,459.0
98.9399293286,141.0
98.9393939394,160.0
98.9389920424,557.0
98.9361702128,341.643274854
98.9333333333,537.75
98.9329268293,529.0
98.9323843416,169.142857143
98.9316239316,252.0
98.9304812834,390.066666667
98.9285714286,483.666666667
98.9280245023,224.0
98.927613941,1181.0
98.9270386266,388.0
98.9261744966,256.0
98.9247311828,315.523316062
98.9224137931,391.333333333
98.9221556886,147.0
98.9218328841,390.0
98.9208633094,366.8
98.9200863931,809.0
98.9189189189,520.741935484
98.9177489177,997.0
98.916967509,333.6
98.9159891599,679.0
98.9154013015,1665.0
98.9130434783,307.950819672
98.9100817439,437.0
98.9090909091,331.0
98.9079563183,403.0
98.9071038251,394.318181818
98.9059080963,609.0
98.9051094891,828.0
98.904109589,391.5
98.9035087719,536.0
98.9024390244,331.0
98.9010989011,306.375586854
98.8990825688,354.0
98.8980716253,701.0
98.8970588235,205.0
98.8950276243,342.083333333
98.8929889299,223.5
98.891966759,389.0
98.8909426987,452.0
98.8904299584,431.0
98.8888888889,310.038610039
98.8857938719,533.0
98.8853503185,12.0
98.8847583643,383.0
98.8826815642,233.545454545
98.8814317673,393.0
98.8805970149,385.333333333
98.8795518207,445.0
98.8764044944,339.173076923
98.8745980707,202.0
98.8732394366,291.0
98.8730723606,509.0
98.8721804511,207.5
98.8713318284,159.0
98.8700564972,511.1875
98.8682295877,115.0
98.8679245283,410.0
98.8673139159,247.333333333
98.8668555241,149.0
98.8657844991,723.0
98.8636363636,349.302419355
98.8614800759,511.0
98.861047836,746.0
98.8603988604,867.857142857
98.8593155894,297.8
98.8582302569,1498.0
98.8580750408,348.0
98.8571428571,277.238095238
98.8562091503,348.0
98.8558352403,1489.0
98.855359001,736.0
98.8549618321,230.0
98.8543371522,348.0
98.8540870894,496.0
98.8538681948,610.0
98.8535031847,579.0
98.8516746411,605.0
98.8505747126,350.3625
98.8499137435,781.0
98.8472622478,258.0
98.8461538462,696.375
98.8439306358,349.96875
98.8416988417,545.6
98.8414634146,196.0
98.8405797101,277.0
98.8399071926,258.5
98.8372093023,369.063758389
98.8344988345,962.0
98.833819242,571.0
98.8331388565,181.0
98.8326848249,524.909090909
98.8322065151,1646.0
98.8317757009,292.0
98.8304093567,515.125
98.8296488947,173.0
98.8294314381,316.0
98.828125,174.0
98.8269794721,417.833333333
98.8235294118,308.0
98.8212180747,278.0
98.820754717,252.0
98.8200589971,600.0
98.8188976378,458.222222222
98.8165680473,364.375
98.814229249,266.5
98.8130563798,1241.0
98.8123515439,472.0
98.8118811881,410.0
98.8095238095,305.959044369
98.8071570577,840.0
98.8066825776,601.0
98.8047808765,600.5
98.8023952096,281.970588235
98.8021082894,472.0
98.801369863,760.0
98.8,411.75
98.7987987988,427.0
98.7972508591,454.0
98.796216681,355.0
98.7951807229,317.906542056
98.7927565392,623.0
98.7915407855,202.666666667
98.7903225806,372.0
98.789346247,156.5
98.7878787879,296.176470588
98.7868284229,247.0
98.786407767,588.0
98.7854251012,494.666666667
98.7847222222,429.0
98.7841945289,1251.0
98.7837837838,157.0
98.7836663771,441.0
98.7834549878,692.666666667
98.7824675325,769.0
98.7804878049,348.303030303
98.7795575896,610.0
98.7775061125,67.0
98.7755102041,638.333333333
98.7748851455,278.0
98.7747957993,629.0
98.7745098039,193.0
98.7740805604,567.333333333
98.773006135,297.733333333
98.7719298246,276.0
98.7704918033,335.0
98.7654320988,308.877742947
98.7632508834,698.0
98.7623762376,385.0
98.7603305785,368.75
98.7593052109,319.0
98.7588652482,417.0
98.7577639752,394.103448276
98.756660746,417.0
98.7562189055,621.166666667
98.755186722,323.833333333
98.7544483986,417.0
98.753894081,345.0
98.7534626039,239.0
98.753117207,609.0
98.752228164,417.0
98.7514188422,979.0
98.75,358.382436261
98.747763864,183.0
98.7473903967,453.0
98.7468671679,1590.0
98.7460815047,445.142857143
98.7447698745,211.3
98.7421383648,402.367346939
98.7412587413,720.0
98.7394957983,247.5
98.738170347,736.0
98.7368421053,370.0
98.7341772152,312.906005222
98.731884058,192.0
98.73046875,313.0
98.7295825771,413.0
98.7288135593,1424.5
98.727735369,310.0
98.7261146497,368.823529412
98.7244897959,431.0
98.7234042553,339.75
98.7220447284,264.0
98.7206823028,473.0
98.7179487179,301.24566474
98.7146529563,479.0
98.7138263666,197.857142857
98.7124463519,272.0
98.7113402062,1046.0
98.7096774194,344.842105263
98.7084870849,163.0
98.7080103359,463.5
98.7075928918,979.0
98.7068965517,387.090909091
98.7055016181,566.5
98.7046632124,386.0
98.7041036717,313.0
98.7012987013,317.803617571
98.6991869919,256.0
98.6979166667,358.0
98.6970684039,140.0
98.6967741935,170.0
98.6956521739,585.0
98.693877551,629.0
98.6928104575,366.396226415
98.6910994764,477.0
98.6899563319,525.25
98.6885245902,141.0
98.6861313869,269.0
98.6842105263,312.0
98.682284041,396.0
98.6798679868,672.0
98.6784140969,345.571428571
98.6754966887,366.92
98.6725663717,299.5
98.6710963455,255.285714286
98.6692015209,271.0
98.6666666667,315.367088608
98.6650485437,1382.0
98.6615678776,196.0
98.6607142857,374.5
98.6577181208,380.620689655
98.6559139785,418.0
98.6547085202,407.333333333
98.6538461538,881.0
98.6531986532,375.2
98.6486486486,308.135064935
98.6449864499,503.5
98.6445783133,307.0
98.6440677966,652.75
98.6425339367,257.444444444
98.642172524,28.0
98.6413043478,468.0
98.6409966025,539.0
98.6394557823,262.933333333
98.6376021798,148.0
98.6371379898,286.0
98.6367281476,91.0
98.6363636364,373.714285714
98.6348122867,245.5
98.6338797814,718.6
98.6332574032,357.0
98.6316989738,235.0
98.6301369863,301.78250591
98.6287952987,772.0
98.627787307,193.0
98.6270022883,235.0
98.6263736264,816.5
98.6254295533,1147.33333333
98.623853211,636.272727273
98.6225895317,763.0
98.6206896552,449.357142857
98.6200551978,777.0
98.6193293886,444.0
98.6175115207,344.583333333
98.615916955,348.5
98.6143187067,78.0
98.6132511556,1478.0
98.6111111111,312.255411255
98.6078886311,946.0
98.606271777,381.5
98.6046511628,300.0
98.6033519553,806.0
98.6013986014,344.023255814
98.5981308411,271.0
98.5971943888,259.0
98.5964912281,289.0
98.5956890921,1705.0
98.595505618,239.0
98.5948477752,357.0
98.5915492958,320.830227743
98.5875706215,162.0
98.5865724382,981.0
98.5849056604,216.166666667
98.5845129059,186.0
98.5835694051,363.0
98.5815602837,446.594936709
98.5781990521,390.5
98.5776805252,398.0
98.5765124555,312.5
98.5754985755,446.0
98.5739750446,104.0
98.5714285714,297.561619718
98.5682819383,1062.0
98.5680190931,1683.0
98.5673352436,283.166666667
98.5663082437,1005.0
98.5645933014,234.785714286
98.5632183908,521.666666667
98.5611510791,330.24
98.5590778098,385.0
98.5585585586,276.0
98.5576923077,425.8
98.5559566787,354.0
98.5555555556,365.0
98.5549132948,651.0
98.5542168675,735.0
98.5507246377,305.520992366
98.5491071429,203.0
98.5486211901,450.0
98.5472154964,733.25
98.5465116279,306.333333333
98.5460420032,687.0
98.5454545455,325.0
98.5436893204,519.857142857
98.5422740525,232.0
98.5416666667,761.0
98.5401459854,363.087719298
98.5386221294,285.0
98.5383678441,217.0
98.5380116959,277.0
98.5370051635,1366.0
98.5365853659,336.652173913
98.5355648536,481.8
98.5347985348,413.611111111
98.5337243402,469.0
98.533007335,99.0
98.5324947589,703.5
98.5294117647,311.475471698
98.5260770975,235.0
98.5257985258,207.0
98.5250737463,383.0
98.5239852399,306.75
98.5221674877,358.181818182
98.5215053763,498.0
98.5210466439,352.0
98.5207100592,1142.0
98.5200845666,69.0
98.5197368421,471.0
98.5194626924,181.0
98.5185185185,300.688888889
98.5175202156,1185.0
98.5166872682,589.0
98.5163204748,1057.0
98.5148514851,519.727272727
98.514115899,218.0
98.5130111524,536.857142857
98.5123966942,994.0
98.5119047619,95.0
98.5111662531,535.666666667
98.5106382979,190.5
98.5094850949,498.0
98.5083903045,346.0
98.5074626866,302.09569378
98.5042735043,315.0
98.5037406484,536.0
98.502994012,253.0
98.5018726592,137.0
98.5,318.555555556
98.4978540773,1236.0
98.4962406015,375.660714286
98.4953703704,325.0
98.4946236559,163.0
98.4939759036,25.0
98.4924623116,357.076923077
98.4920634921,560.0
98.4913793103,121.0
98.4905660377,373.166666667
98.4848484848,285.241962775
98.4810126582,586.0
98.4802431611,316.0
98.4797297297,57.0
98.4790874525,506.4
98.4771573604,703.8
98.4756097561,289.833333333
98.4732824427,340.0
98.4719864177,267.0
98.4709480122,459.8
98.4693877551,257.55
98.4674329502,526.333333333
98.4667802385,1117.0
98.4654731458,946.0
98.4639016897,1161.0
98.4636871508,141.0
98.4618270493,258.0
98.4615384615,299.614509246
98.4597156398,1136.0
98.4581497797,189.0
98.4575835476,809.0
98.4567901235,388.0
98.4555984556,435.5
98.4536082474,359.19047619
98.4526112186,104.0
98.4522785899,558.0
98.4520123839,390.0
98.4496124031,329.426829268
98.4468339307,673.0
98.4455958549,384.956521739
98.4449760766,1066.0
98.4438680993,454.0
98.4435797665,457.0
98.4399375975,752.0
98.4393757503,718.0
98.4375,288.361073826
98.4340044743,1024.0
98.4334203655,426.0
98.431372549,554.666666667
98.4310487201,104.0
98.4293193717,357.461538462
98.427672956,809.333333333
98.4265734266,429.5
98.4251968504,457.78313253
98.4238178634,557.0
98.4234234234,559.0
98.4227129338,438.0
98.4218077475,1174.0
98.4210526316,351.565217391
98.4204131227,450.0
98.4198645598,535.0
98.418972332,430.0
98.4168865435,112.0
98.4158415842,521.0
98.4150228271,441.0
98.4126984127,296.723035952
98.4090909091,865.0
98.4084880637,465.0
98.407960199,773.0
98.4076433121,205.0
98.406374502,371.285714286
98.4051036683,130.0
98.4047856431,773.0
98.4042553191,394.304347826
98.4025559105,485.0
98.4,347.446808511
98.3974358974,42.0
98.3957219251,412.0
98.3948635634,651.0
98.3935742972,413.5
98.3930778739,659.0
98.3914209115,292.0
98.3910891089,345.0
98.3902759527,274.0
98.3894582723,134.0
98.3870967742,293.758830694
98.3849259758,765.0
98.3827493261,23.0
98.3818770227,438.333333333
98.381294964,409.0
98.3805668016,535.0
98.3796296296,331.428571429
98.3783783784,320.0
98.3775811209,920.0
98.3772819473,224.0
98.3766233766,521.5
98.3751846381,233.0
98.3739837398,379.230769231
98.3720930233,748.666666667
98.3713355049,769.333333333
98.3703703704,715.0
98.3695652174,110.5
98.3682983683,396.333333333
98.3673469388,406.0
98.3660130719,358.5
98.3651226158,556.5
98.3644859813,629.166666667
98.3606557377,276.09252669
98.3572895277,735.0
98.3568075117,205.0
98.3555207518,190.0
98.3552631579,218.5
98.3546617916,606.0
98.353909465,339.666666667
98.3529411765,711.0
98.3516483516,421.318181818
98.3505154639,454.333333333
98.3498349835,500.8
98.3483483483,537.0
98.347107438,359.86
98.3454281567,1856.0
98.3443708609,339.75
98.3425414365,249.333333333
98.3402489627,276.333333333
98.3388704319,514.5
98.3379501385,792.0
98.3333333333,277.053227633
98.3314794216,127.0
98.3311938383,1261.0
98.3308042489,972.0
98.3298538622,322.0
98.3286908078,348.0
98.3277591973,320.6
98.3271375465,553.0
98.3263598326,839.75
98.3240223464,422.0
98.3233532934,453.0
98.322147651,161.285714286
98.3213429257,147.722222222
98.3208955224,891.0
98.3200707339,1390.0
98.3193277311,368.197530864
98.3173076923,146.0
98.3164983165,555.5
98.3152827918,640.0
98.3146067416,518.195121951
98.313253012,146.0
98.3122362869,541.571428571
98.3116883117,608.0
98.3108108108,312.0
98.3105390185,526.0
98.3095615425,463.0
98.3086680761,470.0
98.3082706767,87.0
98.3076095502,1558.0
98.3050847458,293.677517803
98.3022071307,380.0
98.3018867925,161.0
98.3014861996,1030.0
98.3009708738,376.666666667
98.3002832861,1126.66666667
98.2998454405,172.0
98.2993197279,338.666666667
98.2978723404,501.1
98.2954545455,287.235294118
98.2942430704,302.0
98.2935153584,248.6
98.2926829268,292.0
98.2912332838,915.0
98.2905982906,339.617283951
98.2869379015,971.0
98.2857142857,321.35
98.2847341338,90.0
98.2832618026,328.0
98.2826948481,425.0
98.2817869416,939.5
98.2808022923,37.0
98.2800982801,237.0
98.2795698925,464.0
98.2785602504,336.0
98.2775119617,514.0
98.275862069,278.477955912
98.273155416,181.5
98.2721382289,215.0
98.2708933718,213.0
98.2698961938,192.5
98.2683982684,517.166666667
98.2673267327,370.5
98.2658959538,342.095238095
98.2638888889,556.2
98.2630272953,344.5
98.2608695652,354.169491525
98.2587064677,367.0
98.2578397213,560.25
98.2558139535,550.5
98.2532751092,383.333333333
98.2524271845,218.0
98.2517482517,602.333333333
98.250728863,338.0
98.25,187.0
98.2479784367,414.0
98.2475355969,1341.0
98.2467532468,840.0
98.2456140351,285.917272727
98.2417582418,335.0
98.2404692082,767.333333333
98.24,658.5
98.2394366197,221.0
