Product Price,Average Review Score
10.04,4.0
10.04,1.0
10.04,4.625
10.04,4.0
10.04,5.0
10.04,4.5
10.04,3.58333333333
10.04,4.57894736842
10.04,4.11764705882
10.04,4.2
10.04,5.0
10.04,4.6
10.04,4.5
10.04,5.0
10.04,5.0
10.04,5.0
10.04,4.33333333333
10.04,3.0
10.04,5.0
10.05,5.0
10.05,3.0
10.05,5.0
10.05,4.83333333333
10.05,5.0
10.05,4.5
10.05,4.70588235294
10.05,5.0
10.05,2.66666666667
10.05,4.6
10.05,4.59090909091
10.05,5.0
10.05,4.89130434783
10.05,4.0
10.05,5.0
10.05,3.42857142857
10.05,4.28571428571
10.05,4.0
10.05,5.0
10.05,5.0
10.05,5.0
10.05,4.21052631579
10.05,3.8
10.05,5.0
10.05,5.0
10.05,4.25
10.05,5.0
10.05,4.88888888889
10.05,5.0
10.05,5.0
10.05,5.0
10.05,1.0
10.05,4.0
10.06,4.75
10.06,4.66666666667
10.06,5.0
10.06,5.0
10.06,4.5
10.06,4.0
10.06,4.5
10.06,5.0
10.06,5.0
10.06,3.5
10.06,4.5
10.06,4.18604651163
10.06,4.6
10.06,5.0
10.06,4.71428571429
10.06,4.82142857143
10.06,3.61904761905
10.06,4.5
10.06,4.6
10.06,5.0
10.06,5.0
10.06,4.5
10.06,4.28571428571
10.06,3.5
10.06,4.14285714286
10.06,4.375
10.06,5.0
10.06,4.0
10.06,5.0
10.06,4.33333333333
10.06,4.0
10.06,4.63235294118
10.06,5.0
10.06,4.09090909091
10.06,4.4358974359
10.06,3.0
10.06,5.0
10.06,5.0
10.06,5.0
10.06,5.0
10.06,3.34615384615
10.06,3.0
10.06,3.5
10.06,4.5
10.06,5.0
10.06,5.0
10.06,4.6
10.06,4.66666666667
10.06,4.8
10.06,4.8
10.06,4.6
10.06,5.0
10.06,4.2
10.07,4.2
10.07,4.13157894737
10.07,3.0
10.07,4.2
10.07,5.0
10.07,4.13461538462
10.07,4.6
10.07,3.0
10.07,4.66666666667
10.07,3.28571428571
10.07,4.12195121951
10.07,4.0
10.07,4.5
10.07,3.0
10.07,1.0
10.07,5.0
10.07,5.0
10.07,5.0
10.07,3.93103448276
10.07,2.0
10.07,2.5
10.07,4.33333333333
10.07,4.84615384615
10.07,4.8
10.07,4.33333333333
10.07,4.33333333333
10.07,4.0
10.07,4.0
10.07,4.81818181818
10.07,4.66666666667
10.07,4.0
10.07,4.33333333333
10.07,5.0
10.07,4.05555555556
10.07,5.0
10.07,5.0
10.07,5.0
10.07,4.47058823529
10.07,5.0
10.07,5.0
10.07,5.0
10.07,3.33333333333
10.07,5.0
10.07,5.0
10.07,4.77380952381
10.07,4.5
10.07,4.2
10.07,5.0
10.07,4.6976744186
10.07,5.0
10.07,4.42857142857
10.07,5.0
10.07,3.2
10.07,4.66666666667
10.07,4.42857142857
10.07,5.0
10.07,4.08333333333
10.07,5.0
10.07,4.16037735849
10.07,5.0
10.07,4.66666666667
10.07,4.6724137931
10.07,5.0
10.07,4.5
10.07,4.0
10.07,4.33333333333
10.07,5.0
10.07,4.5
10.07,4.61904761905
10.07,5.0
10.07,4.66666666667
10.07,5.0
10.07,3.0
10.07,4.66666666667
10.07,5.0
10.07,3.68085106383
10.07,5.0
10.07,5.0
10.07,5.0
10.07,4.2
10.07,4.38461538462
10.07,3.0
10.07,4.20512820513
10.07,4.31775700935
10.07,3.33333333333
10.07,4.63076923077
10.07,5.0
10.07,3.2
10.07,4.33333333333
10.07,5.0
10.07,5.0
10.07,5.0
10.07,4.6
10.07,5.0
10.07,4.5
10.07,5.0
10.07,5.0
10.07,4.22857142857
10.07,5.0
10.07,2.0
10.07,4.14285714286
10.07,4.5
10.07,5.0
10.07,5.0
10.07,4.71428571429
10.07,4.66666666667
10.07,5.0
10.07,3.0
10.07,4.0
10.07,5.0
10.07,4.86666666667
10.07,2.99038461538
10.07,4.14285714286
10.07,2.5
10.07,5.0
10.07,4.5
10.07,4.28571428571
10.07,4.41666666667
10.07,4.42857142857
10.07,4.0
10.07,4.85714285714
10.07,3.0
10.07,4.72222222222
10.07,3.66666666667
10.07,4.0
10.07,4.44444444444
10.07,5.0
10.07,4.91666666667
10.07,5.0
10.07,3.53333333333
10.07,4.19730941704
10.07,4.0
10.07,5.0
10.07,5.0
10.07,4.375
10.07,3.83333333333
10.07,3.7619047619
10.07,5.0
10.07,4.62857142857
10.07,4.88
10.07,4.5
10.07,5.0
10.07,5.0
10.07,3.8141025641
10.07,4.63636363636
10.07,5.0
10.07,5.0
10.07,4.33333333333
10.07,5.0
10.07,5.0
10.07,4.5
10.07,4.21428571429
10.07,4.44444444444
10.07,4.75
10.07,5.0
10.07,4.55555555556
10.07,4.6875
10.07,4.0
10.07,5.0
10.07,5.0
10.07,4.5
10.07,5.0
10.07,4.4
10.07,4.52941176471
10.07,4.0
10.07,4.0
10.07,4.5
10.07,5.0
10.07,4.0
10.07,4.16129032258
10.07,4.85714285714
10.07,4.34426229508
10.07,4.92857142857
10.07,4.71428571429
10.07,4.0
10.07,4.33333333333
10.07,5.0
10.07,5.0
10.07,4.66666666667
10.07,4.25
10.07,4.5
10.07,5.0
10.07,4.33333333333
10.07,4.35483870968
10.07,4.0
10.07,4.22222222222
10.07,4.75
10.07,3.25
10.07,5.0
10.07,5.0
10.07,4.0
10.07,5.0
10.07,4.45454545455
10.07,4.75
10.07,4.6
10.07,4.56862745098
10.07,4.16666666667
10.07,4.0
10.07,4.75
10.07,4.83333333333
10.07,4.4
10.07,4.14285714286
10.07,5.0
10.07,4.0
10.07,4.0
10.07,5.0
10.07,4.25
10.07,4.875
10.07,5.0
10.07,4.6
10.07,5.0
10.07,4.85185185185
10.07,4.64285714286
10.07,4.71111111111
10.07,5.0
10.07,4.5
10.07,4.8
10.07,4.625
10.07,4.5
10.07,4.42857142857
10.07,4.66666666667
10.07,5.0
10.07,3.5
10.07,4.55555555556
10.07,5.0
10.07,5.0
10.07,4.3125
10.07,5.0
10.07,4.33333333333
10.07,5.0
10.07,3.9
10.07,4.51020408163
10.07,5.0
10.07,4.1875
10.07,4.7
10.07,5.0
10.07,4.10067114094
10.07,5.0
10.07,3.5
10.07,5.0
10.07,4.33333333333
10.07,3.0
10.07,5.0
10.07,3.22222222222
10.07,5.0
10.07,4.14285714286
10.07,4.77777777778
10.07,4.85714285714
10.07,4.0
10.07,4.625
10.07,3.61904761905
10.07,5.0
10.07,3.77235772358
10.07,4.27642276423
10.07,3.66666666667
10.07,5.0
10.07,5.0
10.07,3.33333333333
10.07,4.0
10.07,4.51111111111
10.07,4.60784313725
10.08,5.0
10.08,4.76923076923
10.08,4.53846153846
10.08,4.125
10.08,4.31578947368
10.08,4.66666666667
10.08,3.45054945055
10.08,4.69696969697
10.08,5.0
10.08,4.0
10.08,4.57142857143
10.08,3.7969151671
10.08,2.0
10.08,4.43037974684
10.08,5.0
10.08,3.875
10.08,3.35294117647
10.08,4.33333333333
10.08,5.0
10.08,4.3
10.08,5.0
10.08,5.0
10.08,4.0
10.08,2.33333333333
10.08,4.90909090909
10.08,3.78571428571
10.08,4.56666666667
10.08,4.625
10.08,5.0
10.08,4.54545454545
10.08,3.0
10.08,4.390625
10.08,3.55555555556
10.08,4.93333333333
10.08,5.0
10.08,5.0
10.08,3.0
10.08,4.0
10.08,4.46666666667
10.08,4.25
10.08,4.25428571429
10.08,3.92857142857
10.08,4.5
10.08,4.5
10.08,5.0
10.08,4.82926829268
10.08,4.0
10.08,4.0
10.08,5.0
10.08,4.33333333333
10.08,4.35
10.08,4.33333333333
10.08,4.0
10.08,4.9
10.08,3.6
10.08,4.75
10.08,3.05263157895
10.08,4.88888888889
10.08,4.66489361702
10.08,4.25
10.08,4.0
10.08,4.45454545455
10.08,3.0
10.08,5.0
10.08,4.33333333333
10.08,3.76865671642
10.08,4.75
10.08,4.25
10.09,3.75
10.09,4.5
10.09,5.0
10.09,4.62857142857
10.09,3.85714285714
10.09,3.6452074392
10.09,4.4
10.09,4.58823529412
10.09,4.22222222222
10.09,3.33333333333
10.09,1.0
10.09,4.66666666667
10.09,4.26666666667
10.09,5.0
10.09,4.6577540107
10.09,4.0
10.09,3.75
10.09,3.49484536082
10.09,4.36842105263
10.09,5.0
10.09,4.0
10.09,2.5
10.09,4.28888888889
10.09,5.0
10.09,4.58682634731
10.09,5.0
10.09,4.75
10.09,4.5
10.09,5.0
10.09,4.66666666667
10.10,3.84324324324
10.10,5.0
10.10,4.19565217391
10.10,4.0
10.10,4.2
10.10,4.63636363636
10.10,4.0
10.10,5.0
10.10,5.0
10.10,3.0
10.10,4.4
10.10,4.71428571429
10.10,4.21428571429
10.10,4.0
10.10,4.36666666667
10.10,4.0
10.10,5.0
10.10,5.0
10.10,5.0
10.10,4.52173913043
10.10,4.65
10.10,4.2
10.10,4.5
10.10,5.0
10.10,5.0
10.10,4.0
10.10,4.0
10.10,5.0
10.10,4.875
10.10,3.0
10.10,5.0
10.10,5.0
10.10,3.0
10.10,4.27692307692
10.10,4.78481012658
10.10,4.0
10.10,5.0
10.10,4.0
10.11,4.24
10.11,3.65853658537
10.11,3.8
10.11,3.40909090909
10.11,4.75
10.11,4.8
10.11,4.23076923077
10.11,3.94444444444
10.11,4.75
10.11,5.0
10.11,5.0
10.11,4.5652173913
10.11,4.33333333333
10.11,3.94444444444
10.11,4.57142857143
10.11,3.0
10.11,4.36
10.11,4.20689655172
10.11,5.0
10.11,5.0
10.11,3.8
10.11,2.0
10.11,4.6
10.11,5.0
10.11,4.48913043478
10.11,5.0
10.11,4.6
10.11,4.15094339623
10.11,3.0
10.11,3.92857142857
10.11,4.38461538462
10.11,3.375
10.11,3.84210526316
10.11,3.075
10.12,5.0
10.12,4.7
10.12,4.37037037037
10.12,5.0
10.12,5.0
10.12,4.8
10.12,3.625
10.12,4.0
10.12,5.0
10.12,4.9
10.12,5.0
10.12,5.0
10.12,5.0
10.12,5.0
10.12,4.0
10.12,4.5
10.12,4.0
10.12,4.0
10.12,4.0
10.12,5.0
10.12,4.0
10.12,3.75
10.12,4.4
10.12,4.0
10.12,5.0
10.12,4.22222222222
10.12,4.0
10.12,5.0
10.12,4.44444444444
10.12,5.0
10.12,4.0
10.12,5.0
10.12,3.7641509434
10.12,4.0
10.12,5.0
10.12,4.44
10.12,5.0
10.12,4.4
10.12,5.0
10.12,4.67391304348
10.13,4.67068273092
10.13,4.5
10.13,4.73333333333
10.13,5.0
10.13,5.0
10.13,3.66666666667
10.13,4.0
10.13,4.33333333333
10.13,4.14285714286
10.13,4.0
10.13,4.68181818182
10.13,4.4
10.13,4.63636363636
10.13,3.68
10.13,5.0
10.13,4.38461538462
10.13,4.0
10.13,5.0
10.13,4.0
10.13,5.0
10.13,4.39449541284
10.13,4.66666666667
10.13,4.0
10.13,4.58333333333
10.13,5.0
10.13,4.21052631579
10.13,5.0
10.13,4.33333333333
10.13,2.75
10.14,4.66666666667
10.14,4.72222222222
10.14,5.0
10.14,4.0
10.14,3.875
10.14,4.0
10.14,3.33333333333
10.14,4.46666666667
10.14,4.0
10.14,5.0
10.14,4.0
10.14,3.16666666667
10.14,3.5
10.14,5.0
10.14,5.0
10.14,4.09803921569
10.14,4.11267605634
10.14,3.83333333333
10.14,5.0
10.14,4.0
10.14,5.0
10.14,4.29411764706
10.14,4.18181818182
10.14,5.0
10.14,4.83333333333
10.14,5.0
10.14,3.92857142857
10.14,4.0
10.14,5.0
10.14,4.34782608696
10.14,4.0
10.14,5.0
10.14,4.2
10.14,5.0
10.14,3.0
10.15,5.0
10.15,5.0
10.15,5.0
10.15,3.33333333333
10.15,5.0
10.15,4.0
10.15,5.0
10.15,5.0
10.15,5.0
10.15,4.5
10.15,5.0
10.15,5.0
10.15,5.0
10.15,4.66666666667
10.15,5.0
10.15,1.0
10.15,4.875
10.15,3.66666666667
10.15,4.30555555556
10.15,5.0
10.15,4.66666666667
10.15,5.0
10.15,4.2131147541
10.15,4.0
10.15,5.0
10.15,4.0
10.15,5.0
10.15,4.75
10.15,4.0
10.15,4.0
10.15,4.2
10.15,5.0
10.15,5.0
10.15,2.0
10.15,4.2
10.15,5.0
10.15,4.8
10.15,4.33333333333
10.15,3.0
10.15,5.0
10.15,3.4358974359
10.15,5.0
10.15,4.28571428571
10.15,3.5
10.15,5.0
10.15,4.0
10.15,5.0
10.15,4.33333333333
10.15,5.0
10.15,4.0
10.15,5.0
10.15,4.5
10.15,4.0
10.15,5.0
10.15,5.0
10.15,5.0
10.15,4.66666666667
10.15,5.0
10.15,4.0
10.15,4.0
10.15,5.0
10.15,5.0
10.15,5.0
10.15,5.0
10.16,1.0
10.16,4.4
10.16,5.0
10.16,4.5
10.16,5.0
10.16,5.0
10.16,4.83333333333
10.16,4.0
10.16,4.0
10.16,4.8
10.16,4.33333333333
10.16,4.6875
10.16,5.0
10.16,5.0
10.16,4.0
10.16,5.0
10.16,3.5
10.16,4.0
10.16,4.0
10.16,5.0
10.16,5.0
10.16,5.0
10.16,4.0
10.16,4.2
10.16,4.0
10.16,5.0
10.16,5.0
10.16,5.0
10.16,3.0
10.16,2.0
10.16,4.66666666667
10.16,1.0
10.16,5.0
10.16,4.33333333333
10.16,3.0
10.16,5.0
10.16,3.92857142857
10.16,4.8
10.16,3.66666666667
10.16,4.83333333333
10.16,2.875
10.16,3.75
10.16,4.53846153846
10.16,5.0
10.16,5.0
10.16,4.0
10.16,5.0
10.17,4.85714285714
10.17,3.93103448276
10.17,4.0
10.17,5.0
10.17,5.0
10.17,3.94230769231
10.17,4.75
10.17,4.81818181818
10.17,4.66666666667
10.17,4.1875
10.17,4.5625
10.17,4.625
10.17,3.0
10.17,4.66666666667
10.17,4.70833333333
10.17,4.0
10.17,4.06666666667
10.17,4.6
10.17,4.25
10.17,4.73913043478
10.17,5.0
10.17,4.66666666667
10.17,3.7
10.17,4.52380952381
10.17,2.0
10.17,3.0
10.17,5.0
10.17,4.47058823529
10.17,5.0
10.17,4.33333333333
10.17,4.0
10.17,5.0
10.17,5.0
10.17,5.0
10.17,3.0
10.17,5.0
10.17,4.41379310345
10.17,4.23076923077
10.17,4.55555555556
10.17,4.344
10.18,4.0
10.18,4.5
10.18,4.75
10.18,4.66666666667
10.18,4.37037037037
10.18,4.18181818182
10.18,4.5
10.18,3.5
10.18,1.0
10.18,5.0
10.18,1.0
10.18,5.0
10.18,5.0
10.18,5.0
10.18,5.0
10.18,5.0
10.18,4.32
10.18,4.77777777778
10.18,4.5
10.18,5.0
10.18,4.0
10.18,4.5
10.18,4.86666666667
10.18,4.66666666667
10.18,5.0
10.18,4.61764705882
10.18,3.0
10.18,3.73333333333
10.18,4.0
10.18,5.0
10.18,3.0
10.18,4.23076923077
10.18,5.0
10.18,4.6
10.18,5.0
10.18,4.75
10.18,5.0
10.18,4.15789473684
10.18,5.0
10.18,4.0
10.18,4.3125
10.18,4.0
10.18,4.66666666667
10.18,5.0
10.18,4.8
10.18,4.0
10.18,5.0
10.18,3.0
10.18,4.0
10.18,5.0
10.18,4.5
10.18,4.33333333333
10.18,5.0
10.18,4.5
10.18,4.58823529412
10.18,5.0
10.18,4.2641509434
10.19,4.5
10.19,4.83333333333
10.19,4.5
10.19,3.95555555556
10.19,5.0
10.19,3.0
10.19,4.57954545455
10.19,4.09558823529
10.19,3.0
10.19,4.75
10.19,4.96666666667
10.19,4.16666666667
10.19,5.0
10.19,5.0
10.19,4.0
10.19,4.0625
10.19,4.66666666667
10.19,4.56756756757
10.19,4.25
10.19,4.93939393939
10.19,4.66666666667
10.19,4.80474934037
10.19,4.78260869565
10.19,4.5
10.19,5.0
10.19,4.0
10.19,2.3
10.19,4.93333333333
10.19,4.48275862069
10.19,3.66666666667
10.19,4.5
10.19,4.734375
10.19,4.5
10.19,4.0
10.19,5.0
10.19,4.75
10.19,4.76821192053
10.19,4.68686868687
10.19,4.5
10.19,5.0
10.19,5.0
10.19,4.8
10.19,4.5
10.19,3.0
10.19,4.5
10.19,4.5
10.19,4.0
10.19,5.0
10.19,5.0
10.19,4.23076923077
10.19,4.27272727273
10.19,5.0
10.19,4.0
10.20,5.0
10.20,5.0
10.20,3.0
10.20,4.42857142857
10.20,3.0
10.20,4.52
10.20,5.0
10.20,5.0
10.20,4.25925925926
10.20,5.0
10.20,4.24324324324
10.20,4.73684210526
10.20,4.8
10.20,4.08333333333
10.20,4.0
10.20,3.375
10.20,4.4
10.20,4.68571428571
10.20,3.38461538462
10.20,5.0
10.20,3.81818181818
10.20,4.8125
10.20,1.0
10.20,4.5
10.20,3.0
10.20,5.0
10.20,4.6
10.20,3.5
10.20,4.35416666667
10.20,4.6
10.20,2.75
10.20,5.0
10.20,4.6
10.20,5.0
10.21,5.0
10.21,3.0
10.21,5.0
10.21,4.66666666667
10.21,5.0
10.21,4.30769230769
10.21,3.66666666667
10.21,4.75
10.21,4.66666666667
10.21,3.5
10.21,4.6
10.21,5.0
10.21,4.57142857143
10.21,5.0
10.21,4.75
